Tanggal,Price100,Price50,Price25,Price10,Price5,Price3,Price2,Price1
2014-01-01,48550000,24300000,12175000,4900000,2475000,1494000,1008000,524000
2014-01-02,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-01-03,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-01-04,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-01-05,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-01-06,49650000,24850000,12450000,5010000,2530000,1527000,1030000,535000
2014-01-07,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-01-08,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-01-09,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-01-10,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-01-11,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-01-12,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-01-13,49650000,24850000,12450000,5010000,2530000,1527000,1030000,535000
2014-01-14,49650000,24850000,12450000,5010000,2530000,1527000,1030000,535000
2014-01-15,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-01-16,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-01-17,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-01-18,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-01-19,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-01-20,49650000,24850000,12450000,5010000,2530000,1527000,1030000,535000
2014-01-21,49650000,24850000,12450000,5010000,2530000,1527000,1030000,535000
2014-01-22,49450000,24750000,12400000,4990000,2520000,1521000,1026000,533000
2014-01-23,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-01-24,50150000,25100000,12575000,5060000,2555000,1542000,1040000,540000
2014-01-25,50150000,25100000,12575000,5060000,2555000,1542000,1040000,540000
2014-01-26,50150000,25100000,12575000,5060000,2555000,1542000,1040000,540000
2014-01-27,50650000,25350000,12700000,5110000,2580000,1557000,1050000,545000
2014-01-28,50050000,25050000,12550000,5050000,2550000,1539000,1038000,539000
2014-01-29,49950000,25000000,12525000,5040000,2545000,1536000,1036000,538000
2014-01-30,50050000,25050000,12550000,5050000,2550000,1539000,1038000,539000
2014-01-31,50050000,25050000,12550000,5050000,2550000,1539000,1038000,539000
2014-02-01,50050000,25050000,12550000,5050000,2550000,1539000,1038000,539000
2014-02-02,50050000,25050000,12550000,5050000,2550000,1539000,1038000,539000
2014-02-03,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-02-04,50150000,25100000,12575000,5060000,2555000,1542000,1040000,540000
2014-02-05,49950000,25000000,12525000,5040000,2545000,1536000,1036000,538000
2014-02-06,49850000,24950000,12500000,5030000,2540000,1533000,1034000,537000
2014-02-07,49850000,24950000,12500000,5030000,2540000,1533000,1034000,537000
2014-02-08,49850000,24950000,12500000,5030000,2540000,1533000,1034000,537000
2014-02-09,49850000,24950000,12500000,5030000,2540000,1533000,1034000,537000
2014-02-10,50250000,25150000,12600000,5070000,2560000,1545000,1042000,541000
2014-02-11,50550000,25300000,12675000,5100000,2575000,1554000,1048000,544000
2014-02-12,50850000,25450000,12750000,5130000,2590000,1563000,1054000,547000
2014-02-13,50850000,25450000,12750000,5130000,2590000,1563000,1054000,547000
2014-02-14,51150000,25600000,12825000,5160000,2605000,1572000,1060000,550000
2014-02-15,51150000,25600000,12825000,5160000,2605000,1572000,1060000,550000
2014-02-16,51150000,25600000,12825000,5160000,2605000,1572000,1060000,550000
2014-02-17,51250000,25650000,12850000,5170000,2610000,1575000,1062000,551000
2014-02-18,51250000,25650000,12850000,5170000,2610000,1575000,1062000,551000
2014-02-19,51250000,25650000,12850000,5170000,2610000,1575000,1062000,551000
2014-02-20,51050000,25550000,12800000,5150000,2600000,1569000,1058000,549000
2014-02-21,51050000,25550000,12800000,5150000,2600000,1569000,1058000,549000
2014-02-22,51050000,25550000,12800000,5150000,2600000,1569000,1058000,549000
2014-02-23,51050000,25550000,12800000,5150000,2600000,1569000,1058000,549000
2014-02-24,51050000,25550000,12800000,5150000,2600000,1569000,1058000,549000
2014-02-25,51250000,25650000,12850000,5170000,2610000,1575000,1062000,551000
2014-02-26,51250000,25650000,12850000,5170000,2610000,1575000,1062000,551000
2014-02-27,51250000,25650000,12850000,5170000,2610000,1575000,1062000,551000
2014-02-28,51250000,25650000,12850000,5170000,2610000,1575000,1062000,551000
2014-03-01,51250000,25650000,12850000,5170000,2610000,1575000,1062000,551000
2014-03-02,51250000,25650000,12850000,5170000,2610000,1575000,1062000,551000
2014-03-03,51250000,25650000,12850000,5170000,2610000,1575000,1062000,551000
2014-03-04,51450000,25750000,12900000,5190000,2620000,1581000,1066000,553000
2014-03-05,51350000,25700000,12875000,5180000,2615000,1578000,1064000,552000
2014-03-06,50950000,25500000,12775000,5140000,2595000,1566000,1056000,548000
2014-03-07,51250000,25650000,12850000,5170000,2610000,1575000,1062000,551000
2014-03-08,51250000,25650000,12850000,5170000,2610000,1575000,1062000,551000
2014-03-09,51250000,25650000,12850000,5170000,2610000,1575000,1062000,551000
2014-03-10,50650000,25350000,12700000,5110000,2580000,1557000,1050000,545000
2014-03-11,50850000,25450000,12750000,5130000,2590000,1563000,1054000,547000
2014-03-12,50850000,25450000,12750000,5130000,2590000,1563000,1054000,547000
2014-03-13,51350000,25700000,12875000,5180000,2615000,1578000,1064000,552000
2014-03-14,51350000,25700000,12875000,5180000,2615000,1578000,1064000,552000
2014-03-15,51350000,25700000,12875000,5180000,2615000,1578000,1064000,552000
2014-03-16,51350000,25700000,12875000,5180000,2615000,1578000,1064000,552000
2014-03-17,51750000,25900000,12975000,5220000,2635000,1590000,1072000,556000
2014-03-18,51150000,25600000,12825000,5160000,2605000,1572000,1060000,550000
2014-03-19,50750000,25400000,12725000,5120000,2585000,1560000,1052000,546000
2014-03-20,50150000,25100000,12575000,5060000,2555000,1542000,1040000,540000
2014-03-21,50150000,25100000,12575000,5060000,2555000,1542000,1040000,540000
2014-03-22,50150000,25100000,12575000,5060000,2555000,1542000,1040000,540000
2014-03-23,50150000,25100000,12575000,5060000,2555000,1542000,1040000,540000
2014-03-24,50350000,25200000,12625000,5080000,2565000,1548000,1044000,542000
2014-03-25,49750000,24900000,12475000,5020000,2535000,1530000,1032000,536000
2014-03-26,49750000,24900000,12475000,5020000,2535000,1530000,1032000,536000
2014-03-27,49750000,24900000,12475000,5020000,2535000,1530000,1032000,536000
2014-03-28,49550000,24800000,12425000,5000000,2525000,1524000,1028000,534000
2014-03-29,49550000,24800000,12425000,5000000,2525000,1524000,1028000,534000
2014-03-30,49550000,24800000,12425000,5000000,2525000,1524000,1028000,534000
2014-03-31,49550000,24800000,12425000,5000000,2525000,1524000,1028000,534000
2014-04-01,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-04-02,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-04-03,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-04-04,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-04-05,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-04-06,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-04-07,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-04-08,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-04-09,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-04-10,49450000,24750000,12400000,4990000,2520000,1521000,1026000,533000
2014-04-11,49650000,24850000,12450000,5010000,2530000,1527000,1030000,535000
2014-04-12,49650000,24850000,12450000,5010000,2530000,1527000,1030000,535000
2014-04-13,49650000,24850000,12450000,5010000,2530000,1527000,1030000,535000
2014-04-14,49950000,25000000,12525000,5040000,2545000,1536000,1036000,538000
2014-04-15,49950000,25000000,12525000,5040000,2545000,1536000,1036000,538000
2014-04-16,49550000,24800000,12425000,5000000,2525000,1524000,1028000,534000
2014-04-17,49550000,24800000,12425000,5000000,2525000,1524000,1028000,534000
2014-04-18,49550000,24800000,12425000,5000000,2525000,1524000,1028000,534000
2014-04-19,49550000,24800000,12425000,5000000,2525000,1524000,1028000,534000
2014-04-20,49550000,24800000,12425000,5000000,2525000,1524000,1028000,534000
2014-04-21,49450000,24750000,12400000,4990000,2520000,1521000,1026000,533000
2014-04-22,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-04-23,49450000,24750000,12400000,4990000,2520000,1521000,1026000,533000
2014-04-24,49550000,24800000,12425000,5000000,2525000,1524000,1028000,534000
2014-04-25,49550000,24800000,12425000,5000000,2525000,1524000,1028000,534000
2014-04-26,49550000,24800000,12425000,5000000,2525000,1524000,1028000,534000
2014-04-27,49550000,24800000,12425000,5000000,2525000,1524000,1028000,534000
2014-04-28,49650000,24850000,12450000,5010000,2530000,1527000,1030000,535000
2014-04-29,49450000,24750000,12400000,4990000,2520000,1521000,1026000,533000
2014-04-30,49450000,24750000,12400000,4990000,2520000,1521000,1026000,533000
2014-05-01,49450000,24750000,12400000,4990000,2520000,1521000,1026000,533000
2014-05-02,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-05-03,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-05-04,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-05-05,49850000,24950000,12500000,5030000,2540000,1533000,1034000,537000
2014-05-06,49850000,24950000,12500000,5030000,2540000,1533000,1034000,537000
2014-05-07,49850000,24950000,12500000,5030000,2540000,1533000,1034000,537000
2014-05-08,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-05-09,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-05-10,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-05-11,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-05-12,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-05-13,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-05-14,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-05-15,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-05-16,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-05-17,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-05-18,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-05-19,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-05-20,48750000,24400000,12225000,4920000,2485000,1500000,1012000,526000
2014-05-21,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-05-22,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-05-23,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-05-24,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-05-25,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-05-26,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-05-27,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-05-28,48850000,24450000,12250000,4930000,2490000,1503000,1014000,527000
2014-05-29,48850000,24450000,12250000,4930000,2490000,1503000,1014000,527000
2014-05-30,48850000,24450000,12250000,4930000,2490000,1503000,1014000,527000
2014-05-31,48850000,24450000,12250000,4930000,2490000,1503000,1014000,527000
2014-06-01,48850000,24450000,12250000,4930000,2490000,1503000,1014000,527000
2014-06-02,48750000,24400000,12225000,4920000,2485000,1500000,1012000,526000
2014-06-03,48850000,24450000,12250000,4930000,2490000,1503000,1014000,527000
2014-06-04,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-06-05,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-06-06,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-06-07,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-06-08,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-06-09,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-06-10,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-06-11,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-06-12,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-06-13,49450000,24750000,12400000,4990000,2520000,1521000,1026000,533000
2014-06-14,49450000,24750000,12400000,4990000,2520000,1521000,1026000,533000
2014-06-15,49450000,24750000,12400000,4990000,2520000,1521000,1026000,533000
2014-06-16,49450000,24750000,12400000,4990000,2520000,1521000,1026000,533000
2014-06-17,49450000,24750000,12400000,4990000,2520000,1521000,1026000,533000
2014-06-18,49450000,24750000,12400000,4990000,2520000,1521000,1026000,533000
2014-06-19,50050000,25050000,12550000,5050000,2550000,1539000,1038000,539000
2014-06-20,51050000,25550000,12800000,5150000,2600000,1569000,1058000,549000
2014-06-21,51050000,25550000,12800000,5150000,2600000,1569000,1058000,549000
2014-06-22,51050000,25550000,12800000,5150000,2600000,1569000,1058000,549000
2014-06-23,51050000,25550000,12800000,5150000,2600000,1569000,1058000,549000
2014-06-24,51050000,25550000,12800000,5150000,2600000,1569000,1058000,549000
2014-06-25,51150000,25600000,12825000,5160000,2605000,1572000,1060000,550000
2014-06-26,51250000,25650000,12850000,5170000,2610000,1575000,1062000,551000
2014-06-27,51350000,25700000,12875000,5180000,2615000,1578000,1064000,552000
2014-06-28,51350000,25700000,12875000,5180000,2615000,1578000,1064000,552000
2014-06-29,51350000,25700000,12875000,5180000,2615000,1578000,1064000,552000
2014-06-30,51150000,25600000,12825000,5160000,2605000,1572000,1060000,550000
2014-07-01,51250000,25650000,12850000,5170000,2610000,1575000,1062000,551000
2014-07-02,50650000,25350000,12700000,5110000,2580000,1557000,1050000,545000
2014-07-03,50750000,25400000,12725000,5120000,2585000,1560000,1052000,546000
2014-07-04,50950000,25500000,12775000,5140000,2595000,1566000,1056000,548000
2014-07-05,50950000,25500000,12775000,5140000,2595000,1566000,1056000,548000
2014-07-06,50950000,25500000,12775000,5140000,2595000,1566000,1056000,548000
2014-07-07,50550000,25300000,12675000,5100000,2575000,1554000,1048000,544000
2014-07-08,50350000,25200000,12625000,5080000,2565000,1548000,1044000,542000
2014-07-09,50350000,25200000,12625000,5080000,2565000,1548000,1044000,542000
2014-07-10,50250000,25150000,12600000,5070000,2560000,1545000,1042000,541000
2014-07-11,49950000,25000000,12525000,5040000,2545000,1536000,1036000,538000
2014-07-12,49950000,25000000,12525000,5040000,2545000,1536000,1036000,538000
2014-07-13,49950000,25000000,12525000,5040000,2545000,1536000,1036000,538000
2014-07-14,50050000,25050000,12550000,5050000,2550000,1539000,1038000,539000
2014-07-15,49450000,24750000,12400000,4990000,2520000,1521000,1026000,533000
2014-07-16,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-07-17,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-07-18,49750000,24900000,12475000,5020000,2535000,1530000,1032000,536000
2014-07-19,49750000,24900000,12475000,5020000,2535000,1530000,1032000,536000
2014-07-20,49750000,24900000,12475000,5020000,2535000,1530000,1032000,536000
2014-07-21,49550000,24800000,12425000,5000000,2525000,1524000,1028000,534000
2014-07-22,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-07-23,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-07-24,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-07-25,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-07-26,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-07-27,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-07-28,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-07-29,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-07-30,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-07-31,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-08-01,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-08-02,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-08-03,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-08-04,49450000,24750000,12400000,4990000,2520000,1521000,1026000,533000
2014-08-05,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-08-06,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-08-07,49850000,24950000,12500000,5030000,2540000,1533000,1034000,537000
2014-08-08,49950000,25000000,12525000,5040000,2545000,1536000,1036000,538000
2014-08-09,49950000,25000000,12525000,5040000,2545000,1536000,1036000,538000
2014-08-10,49950000,25000000,12525000,5040000,2545000,1536000,1036000,538000
2014-08-11,49850000,24950000,12500000,5030000,2540000,1533000,1034000,537000
2014-08-12,49850000,24950000,12500000,5030000,2540000,1533000,1034000,537000
2014-08-13,49650000,24850000,12450000,5010000,2530000,1527000,1030000,535000
2014-08-14,49750000,24900000,12475000,5020000,2535000,1530000,1032000,536000
2014-08-15,49750000,24900000,12475000,5020000,2535000,1530000,1032000,536000
2014-08-16,49750000,24900000,12475000,5020000,2535000,1530000,1032000,536000
2014-08-17,49750000,24900000,12475000,5020000,2535000,1530000,1032000,536000
2014-08-18,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-08-19,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-08-20,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-08-21,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-08-22,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-08-23,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-08-24,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-08-25,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-08-26,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-08-27,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-08-28,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-08-29,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-08-30,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-08-31,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-09-01,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-09-02,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-09-03,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-09-04,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-09-05,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-09-06,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-09-07,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-09-08,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-09-09,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-09-10,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-09-11,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-09-12,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-09-13,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-09-14,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-09-15,48850000,24450000,12250000,4930000,2490000,1503000,1014000,527000
2014-09-16,48850000,24450000,12250000,4930000,2490000,1503000,1014000,527000
2014-09-17,48850000,24450000,12250000,4930000,2490000,1503000,1014000,527000
2014-09-18,48750000,24400000,12225000,4920000,2485000,1500000,1012000,526000
2014-09-19,48750000,24400000,12225000,4920000,2485000,1500000,1012000,526000
2014-09-20,48750000,24400000,12225000,4920000,2485000,1500000,1012000,526000
2014-09-21,48750000,24400000,12225000,4920000,2485000,1500000,1012000,526000
2014-09-22,48550000,24300000,12175000,4900000,2475000,1494000,1008000,524000
2014-09-23,48550000,24300000,12175000,4900000,2475000,1494000,1008000,524000
2014-09-24,48550000,24300000,12175000,4900000,2475000,1494000,1008000,524000
2014-09-25,48550000,24300000,12175000,4900000,2475000,1494000,1008000,524000
2014-09-26,48450000,24250000,12150000,4890000,2470000,1491000,1006000,523000
2014-09-27,48450000,24250000,12150000,4890000,2470000,1491000,1006000,523000
2014-09-28,48450000,24250000,12150000,4890000,2470000,1491000,1006000,523000
2014-09-29,48450000,24250000,12150000,4890000,2470000,1491000,1006000,523000
2014-09-30,48650000,24350000,12200000,4910000,2480000,1497000,1010000,525000
2014-10-01,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-10-02,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-10-03,48750000,24400000,12225000,4920000,2485000,1500000,1012000,526000
2014-10-04,48650000,24350000,12200000,4910000,2480000,1497000,1010000,525000
2014-10-05,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-10-06,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-10-07,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-10-08,48950000,24500000,12275000,4940000,2495000,1506000,1016000,528000
2014-10-09,48750000,24400000,12225000,4920000,2485000,1500000,1012000,526000
2014-10-10,48650000,24350000,12200000,4910000,2480000,1497000,1010000,525000
2014-10-11,48650000,24350000,12200000,4910000,2480000,1497000,1010000,525000
2014-10-12,48650000,24350000,12200000,4910000,2480000,1497000,1010000,525000
2014-10-13,48750000,24400000,12225000,4920000,2485000,1500000,1012000,526000
2014-10-14,48750000,24400000,12225000,4920000,2485000,1500000,1012000,526000
2014-10-15,48650000,24350000,12200000,4910000,2480000,1497000,1010000,525000
2014-10-16,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-10-17,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-10-18,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-10-19,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-10-20,48750000,24400000,12225000,4920000,2485000,1500000,1012000,526000
2014-10-21,48750000,24400000,12225000,4920000,2485000,1500000,1012000,526000
2014-10-22,48650000,24350000,12200000,4910000,2480000,1497000,1010000,525000
2014-10-23,48550000,24300000,12175000,4900000,2475000,1494000,1008000,524000
2014-10-24,48450000,24250000,12150000,4890000,2470000,1491000,1006000,523000
2014-10-25,48450000,24250000,12150000,4890000,2470000,1491000,1006000,523000
2014-10-26,48450000,24250000,12150000,4890000,2470000,1491000,1006000,523000
2014-10-27,48450000,24250000,12150000,4890000,2470000,1491000,1006000,523000
2014-10-28,48450000,24250000,12150000,4890000,2470000,1491000,1006000,523000
2014-10-29,48750000,24400000,12225000,4920000,2485000,1500000,1012000,526000
2014-10-30,48550000,24300000,12175000,4900000,2475000,1494000,1008000,524000
2014-10-31,48450000,24250000,12150000,4890000,2470000,1491000,1006000,523000
2014-11-01,48550000,24300000,12175000,4900000,2475000,1494000,1008000,524000
2014-11-02,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-11-03,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-11-04,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-11-05,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-11-06,49650000,24850000,12450000,5010000,2530000,1527000,1030000,535000
2014-11-07,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-11-08,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-11-09,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-11-10,48350000,24200000,12125000,4880000,2465000,1488000,1004000,522000
2014-11-11,48250000,24150000,12100000,4870000,2460000,1485000,1002000,521000
2014-11-12,48250000,24150000,12100000,4870000,2460000,1485000,1002000,521000
2014-11-13,48150000,24100000,12075000,4860000,2455000,1482000,1000000,520000
2014-11-14,48050000,24050000,12050000,4850000,2450000,1479000,998000,519000
2014-11-15,48050000,24050000,12050000,4850000,2450000,1479000,998000,519000
2014-11-16,48050000,24050000,12050000,4850000,2450000,1479000,998000,519000
2014-11-17,48150000,24100000,12075000,4860000,2455000,1482000,1000000,520000
2014-11-18,48150000,24100000,12075000,4860000,2455000,1482000,1000000,520000
2014-11-19,48150000,24100000,12075000,4860000,2455000,1482000,1000000,520000
2014-11-20,48050000,24050000,12050000,4850000,2450000,1479000,998000,519000
2014-11-21,48050000,24050000,12050000,4850000,2450000,1479000,998000,519000
2014-11-22,48050000,24050000,12050000,4850000,2450000,1479000,998000,519000
2014-11-23,48050000,24050000,12050000,4850000,2450000,1479000,998000,519000
2014-11-24,48350000,24200000,12125000,4880000,2465000,1488000,1004000,522000
2014-11-25,48150000,24100000,12075000,4860000,2455000,1482000,1000000,520000
2014-11-26,48150000,24100000,12075000,4860000,2455000,1482000,1000000,520000
2014-11-27,48050000,24050000,12050000,4850000,2450000,1479000,998000,519000
2014-11-28,47950000,24000000,12025000,4840000,2445000,1476000,996000,518000
2014-11-29,47950000,24000000,12025000,4840000,2445000,1476000,996000,518000
2014-11-30,47950000,24000000,12025000,4840000,2445000,1476000,996000,518000
2014-12-01,50050000,25050000,12550000,5050000,2550000,1539000,1038000,539000
2014-12-02,50050000,25050000,12550000,5050000,2550000,1539000,1038000,539000
2014-12-03,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-12-04,50150000,25100000,12575000,5060000,2555000,1542000,1040000,540000
2014-12-05,49950000,25000000,12525000,5040000,2545000,1536000,1036000,538000
2014-12-06,49850000,24950000,12500000,5030000,2540000,1533000,1034000,537000
2014-12-07,49850000,24950000,12500000,5030000,2540000,1533000,1034000,537000
2014-12-08,49850000,24950000,12500000,5030000,2540000,1533000,1034000,537000
2014-12-09,49850000,24950000,12500000,5030000,2540000,1533000,1034000,537000
2014-12-10,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-12-11,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-12-12,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-12-13,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-12-14,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-12-15,49350000,24700000,12375000,4980000,2515000,1518000,1024000,532000
2014-12-16,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2014-12-17,49250000,24650000,12350000,4970000,2510000,1515000,1022000,531000
2014-12-18,49150000,24600000,12325000,4960000,2505000,1512000,1020000,530000
2014-12-19,48850000,24450000,12250000,4930000,2490000,1503000,1014000,527000
2014-12-20,48850000,24450000,12250000,4930000,2490000,1503000,1014000,527000
2014-12-21,48850000,24450000,12250000,4930000,2490000,1503000,1014000,527000
2014-12-22,48650000,24350000,12200000,4910000,2480000,1497000,1010000,525000
2014-12-23,48250000,24150000,12100000,4870000,2460000,1485000,1002000,521000
2014-12-24,48250000,24150000,12100000,4870000,2460000,1485000,1002000,521000
2014-12-25,48250000,24150000,12100000,4870000,2460000,1485000,1002000,521000
2014-12-26,48250000,24150000,12100000,4870000,2460000,1485000,1002000,521000
2014-12-27,48250000,24150000,12100000,4870000,2460000,1485000,1002000,521000
2014-12-28,48250000,24150000,12100000,4870000,2460000,1485000,1002000,521000
2014-12-29,48450000,24250000,12150000,4890000,2470000,1491000,1006000,523000
2014-12-30,48150000,24100000,12075000,4860000,2455000,1482000,1000000,520000
2014-12-31,48150000,24100000,12075000,4860000,2455000,1482000,1000000,520000
2015-01-01,49050000,24550000,12300000,4950000,2500000,1509000,1018000,529000
2015-01-02,48650000,24350000,12200000,4910000,2480000,1497000,1010000,525000
